com.samsung.health.food_info,6233003,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
,0.0,0.0,0.0,0.0,"43 kcal, por 1 bola (60g)",,fatsecret-19543113,60,38.0,1.0,1.0,2023-09-04 00:35:45.722,2023-09-04 00:35:45.722,,3.0,,0.0,Sorvete Chocolate Zero(Diletto),,,0.0,43.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,6.0,1.3953488,52c7cbf8-d540-42a1-ba3b-a60551864c20,1,
347.0,0.0,0.0,0.0,70.0,"412 kcal, por 260g",,fatsecret-5185928,150,80.0,0.0,11.71,2023-09-08 16:30:28.806,2020-12-30 17:10:53.962,5.522,31.03,0.549,20.777779,Alcatra,0.0,,0.53846157,238.0,porção (150 g),,xoyixJvqZs,g,4.536,,com.sec.android.app.shealth,0.0,0.63037246,fbfa4574-ccf0-4c07-95b4-aecf08d887aa,1,
288.0,3.1111112,90.22221,0.0,0.0,"34 kcal, por 100g",,fatsecret-36291,91,30.0,2.4,0.34,2023-09-27 15:42:48.020,2023-09-27 15:42:48.020,0.01,2.57,0.035,3.6666667,Brócolis,1.55,,3.3076923,31.0,"xícara, cortados",,xoyixJvqZs,g,0.035,,com.sec.android.app.shealth,6.04,2.935484,3be420f9-471e-422c-a542-592ff6772fe5,1,
131.0,0.0,0.0,0.0,0.0,"97 kcal, por 114g",,fatsecret-14753830,146,9.0,0.0,0.0,2023-09-05 23:06:52.288,2023-09-05 23:06:52.288,0.0,0.12,0.0,2.6666667,Aperol Spritz,1.11,,0.9230769,125.0,bebida,,xoyixJvqZs,g,0.0,,com.sec.android.app.shealth,5.35,1.168,43d316df-efad-4d1f-b9c0-f8fff7ff9a82,1,
,0.0,0.0,0.0,,"93 kcal, por 1 barra  (30g)",,fatsecret-29831332,30,7.0,10.0,3.0,2023-08-22 15:24:01.806,2023-08-14 20:12:30.799,,9.0,,0.0,Barra de Proteína Morango com Chocolate(Growth Supplements),,,0.0,93.0,porção,,xoyixJvqZs,g,0.5,0.0,com.sec.android.app.shealth,9.0,0.32258064,90026872-113a-4eaa-a8d5-2a3cde831f0c,1,
,0.0,0.0,0.0,0.0,"105 kcal, por 1 garrafa (250ml)",,fatsecret-17022409,250,8.0,0.0,0.0,2023-09-04 16:30:44.074,2023-08-22 22:23:55.551,,1.0,,0.0,Cerveja Heineken (250ml)(Heineken),,,0.0,105.0,porção,,xoyixJvqZs,ml,0.0,0.0,com.sec.android.app.shealth,8.0,0.00952381,212f516c-9368-4bec-96ee-c57bf35c546e,1,
67.0,13.0,0.11111111,0.0,38.0,"406 kcal, por 100g",,fatsecret-3533,57,424.0,1.5,11.97,2023-09-02 20:57:18.438,2023-09-02 20:57:18.438,3.149,4.67,0.624,6.4444447,Croissant,6.42,,1.6153846,231.0,médio,,xoyixJvqZs,g,6.646,,com.sec.android.app.shealth,26.11,0.24561404,a5732cd3-9277-4a42-b574-19b1dec73c3c,1,
,0.0,0.0,0.0,,"30 kcal, por 1 1/2 fatias (30g)",,fatsecret-3717082,30,339.0,,1.2,2023-09-07 12:33:06.249,2023-09-07 12:33:06.249,,4.8,,0.0,Presunto Magro(Seara),,,0.0,30.0,porção,,xoyixJvqZs,g,0.5,,com.sec.android.app.shealth,0.6,1.0,d7a8e0e7-b356-4a7f-8ad8-40f51ef92565,1,
257.0,1.0,1.5555556,0.0,80.0,"3395 kcal, por 2124g",,fatsecret-24422190,100,253.0,0.1,3.61,2023-10-04 17:06:18.398,2023-08-14 20:06:02.945,1.309,29.31,0.799,5.8888884,Frango Desfiado,0.18,,1.3076923,160.0,g,,xoyixJvqZs,g,0.97,,com.sec.android.app.shealth,0.56,0.625,4f4b97af-2647-4dbe-8641-0b784f68f00b,100,
356.0,0.0,29.0,,0.0,"149 kcal, por 232g",,fatsecret-18153068,100,5.0,1.6,0.08,2018-09-12 17:28:21.390,2018-09-12 17:28:21.390,0.002,1.65,0.033,3.0,Batata Inglesa Crua,0.76,,1.0,64.0,g,,zjIwstRrv1,g,0.02,,com.sec.android.app.shealth,14.59,1.5607476,c044e6d7-fdfc-4d95-b488-6d62dfe0a18e,100,
342.0,0.0,0.0,0.0,68.0,"189 kcal, por 101g",,fatsecret-1360,100,378.0,0.0,6.63,2023-09-11 12:40:28.720,2021-01-01 01:20:01.119,2.675,29.81,0.244,11.555555,Bife de Carne de Vaca (apenas Parte Magra Consumida),0.0,,1.2307693,187.0,g,,xoyixJvqZs,g,2.472,,com.sec.android.app.shealth,0.0,0.53488374,34a6ff5e-3567-4b9f-ac81-6a9c26d2ad7f,100,
,0.0,0.0,0.0,0.0,"31 kcal, por 100ml",,fatsecret-13971076,100,58.0,0.0,0.0,2023-09-22 12:38:09.606,2023-08-21 13:11:28.245,0.0,3.25,0.0,0.0,Leite Desnatado(Santa Clara),0.0,,0.0,31.0,porção,,xoyixJvqZs,ml,0.0,0.0,com.sec.android.app.shealth,4.5,,42437ac0-e985-40dc-9204-dd2f6aafd5dd,1,
337.0,78.77778,2.6666667,0.0,0.0,"86 kcal, por 100g",,fatsecret-36617,100,55.0,3.0,0.05,2023-09-02 00:52:30.746,2023-09-02 00:52:30.746,0.001,1.57,0.014,3.3888888,Batata Doce,4.18,,2.3076923,86.0,g,,xoyixJvqZs,g,0.018,,com.sec.android.app.shealth,20.12,1.1666666,9ef97b36-f6a4-4e31-9078-9ee484230285,100,
0.0,0.0,0.0,0.0,0.0,"93.0 kcal, 1",,quickinput-59431dcb-a43f-47ca-a077-258744d594c7,1,0.0,0.0,7.2,2023-09-10 23:12:59.598,2023-03-30 21:07:27.953,0.0,7.5,0.0,0.0,castanha de caju mercatto,0.0,0.0,0.0,93.0,porção,,xoyixJvqZs,120001,1.3,0.0,com.sec.android.app.shealth,4.5,1.0,229ba80a-cdf1-42cc-860b-ce6dc30a0dc7,1,
635.0,8.888889,27.777779,0.0,170.0,"143 kcal, por 100g",,fatsecret-36546,250,1322.0,3.2,20.5,2023-10-01 18:32:56.676,2023-10-01 18:32:56.676,6.2,6.7,9.342,9.0,Salada de Batata,,,3.6923077,358.0,xícara,,xoyixJvqZs,g,3.572,,com.sec.android.app.shealth,27.92,0.698324,b003d1ad-76bc-4766-82a4-55327702542d,1,
437.0,2.5555556,0.5555556,0.0,88.0,"265 kcal, por 133g",,fatsecret-1941,134,174.0,0.3,15.24,2023-10-05 16:37:02.746,2023-09-04 16:28:22.757,6.636,22.41,4.438,5.388889,Peixe Empanado Frito,0.55,,3.3846154,267.0,filé (16 cm x 9 cm x 1 cm),,xoyixJvqZs,g,3.205,,com.sec.android.app.shealth,8.99,0.5,0b9e721a-af56-46da-96e4-508ddb92f3f1,1,
,0.0,0.0,0.0,,"604 kcal, por 5 dosadores (160g)",,fatsecret-6290112,160,183.0,0.0,0.9,2023-03-30 21:18:47.360,2023-03-30 21:18:47.360,,17.0,,0.0,Mass Titanium 17500(Max Titanium),,,0.0,604.0,porção,,yfgkJHa6g4,g,0.4,0.0,com.sec.android.app.shealth,132.0,0.26490065,125adf4a-f133-49ad-be4e-3b02afb32e08,1,
,0.0,0.0,0.0,,"930 kcal, por 1 porção",,fatsecret-4898826,0,2640.0,2.0,48.0,2023-10-06 00:45:58.555,2023-10-06 00:45:58.555,,43.0,,0.0,Mozzarella Sticks(Applebee's),,,0.0,930.0,porção,,xoyixJvqZs,,21.0,1.0,com.sec.android.app.shealth,84.0,,d8b48818-e8ab-40d6-8e90-ff37e02f3d89,1,
,0.0,0.0,0.0,0.0,"109 kcal, por 1 unidade  (70g)",,fatsecret-37258419,70,78.0,0.0,5.0,2023-09-04 00:34:14.587,2023-09-04 00:34:14.587,,13.5,,0.0,Bolinha de Carne(Gulowseimas),,,0.0,109.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,1.0,0.64220184,26bbe102-7c4e-45e2-a285-3389c8e70c84,1,
,0.0,0.0,0.0,0.0,"217 kcal, por 100g",,fatsecret-5237825,100,272.0,1.3,1.0,2023-10-01 22:16:30.428,2023-10-01 22:16:30.428,,11.0,,0.0,Talharim(Massa Leve),,,0.0,217.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,39.0,0.4608295,245a9745-8d68-4e80-98d8-e7e324000ebf,1,
256.0,0.6666667,0.0,0.0,85.0,"165 kcal, por 100g",,fatsecret-8449434,100,74.0,0.0,3.57,2023-10-05 16:30:35.990,2018-09-10 14:55:19.681,1.24,31.02,0.77,5.7777777,Filé de Frango Grelhado,0.0,,1.1538461,165.0,g,,xoyixJvqZs,g,1.01,,com.sec.android.app.shealth,0.0,0.6060606,1edd7814-1aff-4a69-959a-763fd8f06299,100,
171.0,3.2222223,5.3333335,0.0,57.0,"2166 kcal, por 742g",,fatsecret-7472155,120,482.0,2.3,11.33,2023-09-03 00:12:39.383,2023-09-03 00:12:39.383,5.482,8.45,0.841,19.722221,Pizza Doce,13.09,,27.615385,350.0,fatia,,xoyixJvqZs,g,4.24,,com.sec.android.app.shealth,53.12,0.34251967,873277da-e202-4f20-b3a0-526ac4523f64,1,
230.0,0.8888889,0.0,0.0,74.0,"2507 kcal, por 750g",,fatsecret-4559862,85,210.0,0.9,18.78,2023-09-04 00:34:14.463,2023-08-15 15:49:14.371,9.043,17.62,3.069,9.944445,Bife a Milanesa,0.76,,2.8461537,284.0,bife,,xoyixJvqZs,g,4.639,,com.sec.android.app.shealth,10.4,0.29842106,8f7efa72-20c3-4933-818a-4b3be817b331,1,
0.0,0.0,0.0,0.0,0.0,"52.0 kcal, 1",,quickinput-f80785f2-7081-4bc8-b4c6-716cfe189b9f,1,20.0,0.4,3.0,2023-09-02 18:13:04.191,2023-09-02 18:12:52.793,0.0,0.3,0.0,0.0,Batata doce chips,0.0,0.0,0.0,52.0,porção,,xoyixJvqZs,120001,1.5,0.0,com.sec.android.app.shealth,6.0,1.0,1b7f54b8-4ab5-4b09-8d10-0fbef5cace68,1,
,0.0,0.0,0.0,,"126 kcal, por 2 fatias (40g)",,fatsecret-13605446,40,160.0,0.0,9.3,2023-09-25 00:09:58.445,2023-08-17 01:54:36.185,,9.6,,0.0,Queijo Mussarela(President),,,0.0,126.0,porção,,xoyixJvqZs,g,5.3,0.0,com.sec.android.app.shealth,0.9,0.31746033,5ce60a88-4fa6-4b8c-a0bf-c9b3e791fc3d,1,
,0.0,0.0,0.0,,"167 kcal, por 1 porção (75g)",,fatsecret-19288376,75,471.0,0.8,6.5,2023-08-26 23:07:19.790,2023-08-26 23:07:19.790,,7.8,,0.0,Pizza de Presunto(Maricota),,,0.0,167.0,porção,,xoyixJvqZs,g,3.0,0.8,com.sec.android.app.shealth,19.0,0.4491018,ef548983-d848-41a8-80e9-12625a1d5e9b,1,
0.0,0.0,0.0,0.0,0.0,"102 kcal, por 2 colheres de sopa (30g)",,fatsecret-1269794,30,0.0,3.0,1.8,2023-09-07 12:33:06.145,2023-09-03 12:20:58.130,0.7,4.8,0.7,0.0,Aveia em Flocos(Quaker),0.0,,0.0,102.0,porção,,xoyixJvqZs,g,0.4,0.0,com.sec.android.app.shealth,17.0,0.29411766,0c4254a3-f822-4bd9-b579-d777a22dba7b,1,
0.0,0.0,0.0,0.0,0.0,"131 kcal, por 1 1/2 fatias (50g)",,fatsecret-48056534,50,113.0,3.5,1.5,2023-10-06 12:28:59.255,2023-08-14 20:00:02.947,0.4,6.5,0.8,0.0,Pão Australiano Integral(Wickbold),0.0,,0.0,131.0,porção,,xoyixJvqZs,g,0.3,0.0,com.sec.android.app.shealth,23.0,0.3816794,7dc0ec53-2ebe-406f-802f-e49963d6586c,1,
,0.0,0.0,0.0,0.0,"122 kcal, por 1 porção (30g)",,fatsecret-47241306,30,53.0,0.0,1.6,2023-08-26 22:50:29.881,2023-08-22 02:35:46.175,,23.0,,0.0,Whey Protein Capuccino(Growth Supplements),,,0.0,122.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,4.0,0.24590164,1750f8b0-a419-4084-a666-59f2adfcd311,1,
351.0,2.2222223,0.5555556,0.0,58.0,"84 kcal, por 100g",,fatsecret-1936,100,81.0,0.0,0.92,2023-09-16 16:22:56.115,2023-09-16 16:22:56.115,0.16,17.76,0.364,1.6666667,Peixe,0.0,,1.0,84.0,g,,xoyixJvqZs,g,0.195,,com.sec.android.app.shealth,0.0,1.18125,942a24f7-a457-44f7-9a51-fdcef70362b2,100,
223.0,0.0,1.6666666,5.0,0.0,"22 kcal, por 100g",,fatsecret-36421,70,4.0,0.7,0.24,2023-10-01 22:16:30.429,2023-10-01 22:16:30.429,0.0,2.16,0.112,1.9444444,Cogumelos,1.16,,0.15384616,15.0,"xícara, pedaços ou fatias",,xoyixJvqZs,g,0.035,,com.sec.android.app.shealth,2.3,4.6666665,cda0d860-db2d-4f91-b2c2-c16879b964e9,1,
76.0,1.0,2.0,,0.0,,,fatsecret-36376,52,1.0,0.3,0.06,2018-09-16 01:45:18.644,2018-09-16 01:45:18.644,0.002,0.34,0.028,1.0,Pepino (com Casca),0.87,,1.0,8.0,"xícara, fatias",,zjIwstRrv1,g,0.018,,com.sec.android.app.shealth,1.89,6.5,f996f973-3626-44f9-a558-f80220a44634,1,
48.0,0.0,0.0,0.0,0.0,"130 kcal, por 100g",,fatsecret-39727,186,0.0,,0.35,2023-09-16 03:23:13.829,2023-09-16 03:23:13.829,0.108,4.39,0.093,15.111111,"Arroz Branco (Curto, Cozido)",,,0.15384616,242.0,xícara,,xoyixJvqZs,g,0.095,,com.sec.android.app.shealth,53.44,0.76859504,6ba0773f-5109-4a0e-9c39-77350f93d55c,1,
,0.0,0.0,0.0,,"119 kcal, por 1/3 da barra (25g)",,fatsecret-36979631,25,0.0,3.2,7.3,2023-08-31 23:06:01.351,2023-08-28 16:39:37.495,,1.8,,0.0,Special Dark Laranja(Hershey's),9.1,,0.0,119.0,porção,,xoyixJvqZs,g,4.4,0.0,com.sec.android.app.shealth,12.0,0.21008404,1a69d7e3-f813-49a0-9d6e-42c6dca14a65,1,
78.0,1.5555556,1.6666666,0.0,0.0,"14 kcal, por 100g",,fatsecret-36414,55,6.0,0.7,0.08,2023-08-22 22:39:56.550,2023-08-22 22:39:56.550,0.003,0.5,0.041,1.2777778,Alface Americana,0.97,,0.7692308,8.0,"xícara, desfiada ou cortada",,xoyixJvqZs,g,0.01,,com.sec.android.app.shealth,1.63,6.875,878b8941-46f0-480f-9ff9-21282e5ef6ef,1,
,0.0,0.0,0.0,,"125 kcal, por 2 unidades (135g)",,fatsecret-17729339,135,50.0,,1.4,2023-10-06 16:28:27.807,2023-08-23 23:49:25.930,,30.0,,0.0,Filezinho Sassami(Nat),,,0.0,125.0,porção,,xoyixJvqZs,g,0.6,,com.sec.android.app.shealth,0.0,1.08,c920fb8f-3119-47d7-af80-ad27c1ded0cb,1,
,0.0,0.0,0.0,,"122 kcal, por 1 fatia (50g)",,fatsecret-1959699,50,192.0,1.3,1.3,2023-08-17 01:54:36.184,2023-08-17 01:54:36.184,,3.8,,0.0,Pão de Forma(Pullman),1.6,,0.0,122.0,porção,,xoyixJvqZs,g,0.3,0.0,com.sec.android.app.shealth,24.0,0.40983605,5b20fd84-2650-4b90-94de-97a75d2f6a9d,1,
9.0,2.6666667,0.22222222,0.0,78.0,"2019 kcal, por 296g",,fatsecret-57338494,25,69.0,0.0,18.61,2023-10-04 23:12:05.979,2023-08-29 22:25:47.337,4.689,1.04,10.049,1.0,Maionese Caseira,0.11,,0.7692308,171.0,colher de sopa,,xoyixJvqZs,g,3.059,,com.sec.android.app.shealth,0.32,0.14619882,bb521cf7-763f-42d5-8eec-32770a2238b4,1,
,0.0,0.0,0.0,,"97 kcal, por 100g",,fatsecret-28440312,100,181.0,4.7,0.0,2023-08-30 17:05:52.760,2023-08-30 17:05:52.760,,6.5,,0.0,Lentilha Cozida no Vapor(Vapza),,,0.0,97.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,17.0,1.0309278,c5e3fb80-114c-4241-8534-2a57ef67d090,1,
,0.0,0.0,0.0,0.0,"133 kcal, por 1 porção (50g)",,fatsecret-68229026,50,174.0,1.4,1.2,2023-09-19 23:39:56.207,2023-09-19 23:39:56.207,0.2,5.2,0.4,0.0,Pão Australiano(Plus Vita),4.5,,0.0,133.0,porção,,xoyixJvqZs,g,0.4,0.0,com.sec.android.app.shealth,25.0,0.37593985,255b6140-a411-444a-b04d-ceeb2cd5ee33,1,
319.0,2.7777777,4.6666665,0.0,40.0,"1860 kcal, por 1060g",,fatsecret-6612598,100,255.0,0.6,6.86,2023-10-02 16:59:01.557,2023-08-17 01:57:58.489,3.26,27.69,1.064,10.166667,Carne de Panela,0.4,,3.0,175.0,g,,xoyixJvqZs,g,1.675,0.0,com.sec.android.app.shealth,1.53,0.5689655,b4776dc3-07b2-4a60-93a2-8ee079d4638f,100,
345.0,0.0,0.0,0.0,61.0,"142 kcal, por 100g",,fatsecret-40302,100,62.0,0.0,5.53,2023-09-22 16:14:05.823,2023-08-21 16:34:41.495,2.503,21.59,0.309,14.055555,"Carne de Vaca do Coxão (Bife, apenas Parte Magra, Cortada até 0 cm de Gordura)",0.0,,0.3846154,142.0,g,,xoyixJvqZs,g,2.0,0.169,com.sec.android.app.shealth,0.0,0.70438796,3f8266ce-f454-4d67-9724-c619233e06e0,100,
,0.0,0.0,0.0,17.0,"63 kcal, por 1 1/2 fatias (30g)",,fatsecret-17098442,30,300.0,0.0,2.8,2023-10-06 12:28:59.288,2023-08-21 13:11:28.246,0.8,8.5,,0.0,Queijo Prato Light(Santa Clara),,,0.0,63.0,porção,,xoyixJvqZs,g,1.8,0.0,com.sec.android.app.shealth,1.1,0.47619048,e3d69589-8ed2-4d1a-a46f-6dd1aa11075f,1,
,0.0,0.0,0.0,,"685 kcal, por 1 hamburguer completo (246g)",,fatsecret-63206977,246,934.0,1.6,44.0,2023-09-02 14:06:54.766,2023-09-02 14:06:54.766,,32.0,,0.0,Burguer Madero(Madero),,,0.0,685.0,porção,,xoyixJvqZs,g,15.0,0.0,com.sec.android.app.shealth,40.0,0.3591241,ec806774-d4ff-4ab9-bf55-28734f50e40e,1,
12.0,0.6666667,0.0,0.0,0.0,"145 kcal, por 100g",,fatsecret-6980,29,451.0,1.0,4.44,2023-09-29 01:14:33.647,2023-09-19 23:39:56.207,3.281,0.3,0.379,0.7777778,Azeitonas Verdes,0.16,,1.1538461,42.0,porção de 10 pequenas,,xoyixJvqZs,g,0.588,,com.sec.android.app.shealth,1.11,0.68911916,1296a241-dd2e-4dcc-9734-d078c5d4b5fa,1,
,0.0,0.0,0.0,,"34 kcal, por 100ml",,fatsecret-4471668,100,64.0,,0.0,2023-08-15 13:12:27.727,2023-08-14 20:02:37.713,,3.4,,0.0,Leite Desnatado(Piá),,,0.0,34.0,porção,,xoyixJvqZs,ml,,,com.sec.android.app.shealth,4.95,,fd3d55e8-de46-4d61-a11c-b02ade31b2cf,1,
229.0,9.111111,2.5555556,0.0,52.0,"233 kcal, por 100g",,fatsecret-39928,154,976.0,,19.79,2023-09-05 11:55:18.839,2023-09-05 11:55:18.839,7.167,17.83,1.471,14.722222,Cheeseburger,,,14.0,359.0,unidade,,xoyixJvqZs,g,9.188,,com.sec.android.app.shealth,28.14,0.42896935,bbd557fb-56b6-47a7-995b-4de20c21ab2a,1,
,0.0,0.0,0.0,,"233 kcal, por 1 porção (110g)",,fatsecret-63384977,110,371.0,0.5,9.1,2023-09-25 16:27:47.922,2023-09-25 16:27:47.922,,23.0,,0.0,Frango à Milanesa Assado(Liv Up),,,0.0,233.0,porção,,xoyixJvqZs,g,2.6,0.0,com.sec.android.app.shealth,14.0,0.472103,deda12ba-077a-4d67-91b9-61afc48af3e4,1,
0.0,0.0,0.0,0.0,0.0,"279 kcal, por 1 xícara (80g)",,fatsecret-58524355,80,0.0,2.0,1.3,2023-09-07 19:05:06.427,2023-09-07 19:05:06.427,0.0,8.3,0.0,0.0,Massa Penne(Orquídea),,,0.0,279.0,porção,,xoyixJvqZs,g,0.4,0.0,com.sec.android.app.shealth,59.0,0.28673837,96063252-e85a-41e6-9463-8c4f24cae530,1,
237.0,0.0,0.0,0.0,0.0,"18 kcal, por 100g",,fatsecret-20624175,100,5.0,1.2,0.0,2023-08-23 16:12:15.140,2023-08-21 16:34:41.494,,0.9,,0.0,Tomate(In Natura),2.6,,0.0,18.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,3.9,5.5555553,93f382c7-a132-4841-9c09-2a69f09dd784,1,
,0.0,0.0,0.0,0.0,"133 kcal, por 1 lata (350ml)",,fatsecret-40138241,350,11.0,0.0,0.0,2023-10-05 12:22:13.621,2023-08-29 22:26:51.523,,1.1,,0.0,Cerveja (350ml)(Amstel),,,0.0,133.0,porção,,xoyixJvqZs,ml,0.0,0.0,com.sec.android.app.shealth,11.0,,72075f2d-0531-4aad-8ccb-770277fa530b,1,
,0.0,0.0,0.0,57.0,"102 kcal, por 100g",,fatsecret-4105664,100,100.0,0.0,1.2,2023-08-24 15:47:40.945,2023-08-24 15:47:40.945,,23.0,,0.0,Peito de Frango Desfiado(Vapza),,,0.0,102.0,porção,,xoyixJvqZs,g,0.3,0.0,com.sec.android.app.shealth,0.0,0.98039216,3080eac8-fb94-4c60-a106-20b1ef2288d2,1,
21.0,1.7777778,0.0,0.0,4.0,"1529 kcal, por 1204g",,fatsecret-2762797,16,16.0,0.0,1.23,2023-08-17 01:57:58.489,2023-08-17 01:57:58.489,0.32,0.58,0.051,0.3888889,Molho Bechamel,0.68,,1.2307693,20.0,colher de sopa,,xoyixJvqZs,g,0.775,,com.sec.android.app.shealth,1.64,0.78864354,84af0d94-8fb0-4b30-b6be-fc134042a5e6,1,
,0.0,0.0,0.0,,"220 kcal, por 100g",,fatsecret-69295171,100,,,8.8,2023-09-10 17:51:54.661,2023-09-10 17:51:54.661,,32.8,,0.0,Filé Mignon Grelhado(Friboi),,,0.0,220.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,0.0,0.45454547,8c6720f2-ca66-4661-b16e-65a9e57f6114,1,
37.0,4.5555553,0.0,0.0,17.0,"620 kcal, por 269g",,fatsecret-5300795,30,153.0,0.0,5.18,2023-08-26 12:00:35.841,2023-08-26 12:00:35.841,1.423,4.37,0.204,0.44444445,Queijo Branco,0.87,,10.076923,69.0,fatia,,xoyixJvqZs,g,3.191,,com.sec.android.app.shealth,1.27,0.43461537,5cdf96c2-27fc-4d6a-a8cb-ab69f72a2612,1,
159.0,7.6666665,0.0,0.0,22.0,"264 kcal, por 100g",,fatsecret-40051,103,551.0,1.8,9.8,2023-09-21 03:10:49.309,2023-09-21 03:10:49.309,2.423,12.27,1.753,12.222222,Pizza de Queijo (36 cm),4.14,,14.0,272.0,fatia,,xoyixJvqZs,g,4.401,,com.sec.android.app.shealth,33.56,0.37867647,2f414ac6-a591-4464-9dfa-8e070ac2618d,1,
,0.0,0.0,0.0,86.0,"531 kcal, por 1 unidade",,fatsecret-5289600,0,43.0,2.2,33.78,2023-09-07 23:14:05.777,2023-09-07 23:14:05.777,,27.58,,0.0,Cheeseburger Clássico(Madero),,,0.0,531.0,porção,,xoyixJvqZs,,1.06,1.86,com.sec.android.app.shealth,29.2,,23a92568-e8d9-4bbf-9560-bc99156d344f,1,
112.0,2.2222223,0.0,0.0,30.0,"99 kcal, por 100g",,fatsecret-38073,100,143.0,0.0,0.9,2023-09-16 03:23:13.671,2023-08-27 23:57:00.954,0.149,15.18,0.443,1.4444444,Kani Kama,0.0,,0.6923077,99.0,g,,xoyixJvqZs,g,0.191,,com.sec.android.app.shealth,6.85,1.0125,a67f7ca1-611d-4d86-994b-8cd014b2d0a1,100,
206.0,0.11111111,0.33333334,0.0,39.0,"242 kcal, por 101g",,fatsecret-1438,49,188.0,0.0,6.76,2023-08-30 17:05:52.761,2023-08-30 17:05:52.761,3.008,13.27,0.583,2.3888888,Costeleta de Porco no Forno ou Grelhada,0.0,,0.6923077,118.0,"corte fino ou pequeno (85 g, com ossos, cru) (produto após cozinhado, ossos removidos)",,xoyixJvqZs,g,2.541,,com.sec.android.app.shealth,0.0,0.41525424,5f23b85c-a593-457c-84bc-c7c6f9bad26a,1,
103.0,42.0,1.0,,29.0,"7034 kcal, por 1865g",,fatsecret-6597925,80,128.0,1.7,14.51,2018-09-09 20:35:10.662,2018-09-09 20:35:10.662,7.674,3.18,3.662,8.0,Bolo de Cenoura com Cobertura de Chocolate,27.95,,5.0,302.0,fatia,,zjIwstRrv1,g,2.394,0.0,com.sec.android.app.shealth,41.88,0.26490065,9f1df49e-2d11-419a-b775-c66dcaedb946,1,
,0.0,0.0,0.0,,"120 kcal, por 1 porção (25g)",,fatsecret-52191982,25,6.0,2.0,5.0,2023-09-16 03:23:13.691,2023-08-27 23:57:00.955,,1.0,,0.0,Frispy Batata Doce(Hortifruti),0.0,,0.0,120.0,porção,,xoyixJvqZs,g,1.0,,com.sec.android.app.shealth,18.0,0.20833333,67c59b6a-0fd6-4f1d-827c-a82013750109,1,
,0.0,0.0,0.0,,"147 kcal, por 1 porção (40g)",,fatsecret-56500924,40,17.0,3.0,3.1,2023-10-06 18:47:09.254,2023-08-14 20:09:56.280,,3.7,,0.0,Granola(Tutti Giorni),,,0.0,147.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,26.0,0.27210885,af56e60c-d8c9-42c6-b041-8f09cae2a3d0,1,
8.0,0.0,0.0,0.0,0.0,"410 kcal, por 319g",,fatsecret-5921852,25,91.0,0.0,0.06,2023-10-03 16:26:30.836,2018-09-08 01:33:30.579,0.018,0.63,0.016,1.8333334,Arroz Branco (Cozido),0.01,,0.07692308,32.0,colher de sopa,,xoyixJvqZs,g,0.016,,com.sec.android.app.shealth,7.05,0.77832514,4841ee55-dc4d-4e64-a7d9-8ff62941ff25,1,
,0.0,0.0,0.0,,"241 kcal, por 100g",,fatsecret-27290830,100,27.0,2.5,10.0,2023-08-17 02:01:56.069,2023-08-17 02:01:56.069,,4.6,,0.0,Batata Frita(Madero),,,0.0,241.0,porção,,xoyixJvqZs,g,3.0,,com.sec.android.app.shealth,33.0,0.41493776,8e8459e5-63c5-4770-b8bc-c542935b6c3b,1,
0.0,0.0,0.0,,4.0,MyFitnessPal Lanches,,100005-Sat Dec 26 00:00:00 GMT-03:00 2020,0,353.22,1.0,12.5,2020-12-27 11:15:57.462,2020-12-27 11:15:57.462,0.0,5.7,0.0,0.0,MyFitnessPal Lanches,0.0,,0.0,319.0,,,yfgkJHa6g4,,5.3,0.0,com.myfitnesspal.android,50.0,,bdb1e0f6-5d74-407b-a461-a6600199e648,,
156.0,3.6666667,4.777778,0.0,0.0,"30 kcal, por 236g",,fatsecret-15227776,100,7.0,0.6,0.14,2023-08-23 16:12:15.367,2023-08-23 16:12:15.367,0.003,0.71,0.034,2.1666667,Pepino Japonês,1.32,,1.4615384,13.0,g,,xoyixJvqZs,g,0.024,,com.sec.android.app.shealth,2.68,7.894737,dad9a8bd-5958-4429-894a-ddbc2baa165a,100,
,0.0,0.0,0.0,0.0,"109 kcal, por 2 fatias  (50g)",,fatsecret-7687952,50,243.0,2.1,0.9,2023-08-24 23:42:16.650,2023-08-24 23:42:16.650,,3.3,,0.0,Pão Integral(Pão da Hora),,,0.0,109.0,porção,,xoyixJvqZs,g,0.2,0.2,com.sec.android.app.shealth,22.0,0.4587156,703f3019-ac24-47bd-b3b9-935b8a8e2393,1,
