com.samsung.health.food_info,6233003,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
,0.0,0.0,0.0,,"128 kcal, por 100g",,fatsecret-33502323,100,1.0,1.6,0.2,2023-09-16 16:22:56.038,2023-08-31 01:06:55.188,,2.5,,0.0,Arroz Branco Cozido(Camil),,,0.0,128.0,porção,,xoyixJvqZs,g,0.05,,com.sec.android.app.shealth,28.1,0.78125,9ebcb792-dc97-488d-b041-b51722538fd5,1,
380.0,0.0,0.0,0.0,57.0,"128 kcal, por 100g",,fatsecret-38213,100,56.0,0.0,2.65,2023-09-20 15:38:05.483,2023-08-15 15:49:14.370,0.955,26.15,0.6,3.8333333,"Tilápia (Peixe) (Cozido,em Calor Seco)",0.0,,1.0769231,128.0,g,,xoyixJvqZs,g,0.94,,com.sec.android.app.shealth,0.0,0.7875,44f0ad52-b685-4213-aeb6-cac0e8e6214f,100,
,0.0,0.0,0.0,,"163 kcal, por 1/6 pizza (82g)",,fatsecret-34701194,82,144.0,0.8,6.0,2023-09-21 03:10:49.159,2023-09-18 00:22:30.710,,7.2,,0.0,Pizza Artesanal Frango com Catupiry(Catupiry),,,0.0,163.0,porção,,xoyixJvqZs,g,4.0,0.0,com.sec.android.app.shealth,19.0,0.5030675,d0fe09d7-8e76-46c8-9b93-0d279ca80b0f,1,
0.0,0.0,0.0,0.0,0.0,"122 kcal, por 3 colheres de sopa (30g)",,fatsecret-44866144,30,53.0,0.0,1.6,2023-10-06 18:47:09.276,2023-08-15 13:10:17.037,0.0,23.0,0.0,0.0,Whey Protein 80% Concentrado(Growth Supplements),,,0.0,122.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,4.0,0.24590164,e9088c4b-6924-4888-abf9-3518230ae814,1,
160.0,8.222222,11.888889,0.0,0.0,"61 kcal, por 100g",,fatsecret-36408,89,18.0,1.6,0.27,2023-09-15 17:28:57.536,2023-09-15 17:28:57.536,0.004,1.34,0.148,10.388889,Alhos-Poró,3.47,,4.076923,54.0,xícara,,xoyixJvqZs,g,0.036,,com.sec.android.app.shealth,12.59,1.6481482,0083d6ff-5d3d-4a29-8644-ef1e1c29b791,1,
238.0,0.0,0.0,0.0,72.0,"169 kcal, por 100g",,fatsecret-37396,100,38.0,0.0,5.33,2023-09-21 03:10:49.309,2023-09-21 03:10:49.309,2.247,28.29,0.199,13.055554,Maminha Grelhada,0.0,,0.46153846,169.0,g,,xoyixJvqZs,g,1.86,,com.sec.android.app.shealth,0.0,0.5902778,f3e4093a-23d1-4884-b143-4962c674cc18,100,
,0.0,0.0,0.0,0.0,"93 kcal, por 1 barra (30g)",,fatsecret-29832068,30,7.0,10.0,3.0,2023-09-01 15:05:28.744,2023-08-25 13:55:22.854,,9.0,,0.0,Growth Protein Bar Morango com Chocolate(Growth Supplements),,,0.0,93.0,porção,,xoyixJvqZs,g,0.5,0.0,com.sec.android.app.shealth,9.0,0.32258064,2045323d-0191-404a-9c25-e55860f7cad4,1,
,0.0,0.0,0.0,,"40 kcal, por 3 fatias (40g)",,fatsecret-19773117,40,360.0,0.0,0.8,2023-09-19 00:29:00.133,2023-08-14 20:01:06.201,,7.6,,0.0,Peito de Peru(Seara),,,0.0,40.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,fa9caefe-851d-4ace-b3f1-f7ae7e40704a,1,
,0.0,0.0,0.0,,"165 kcal, por 1 unidade (55g)",,fatsecret-4500311,55,221.0,1.0,10.0,2023-09-05 22:41:48.990,2023-09-05 22:41:48.990,,10.0,,0.0,Bolinho de Carne(Ragazzo),,,0.0,165.0,porção,,xoyixJvqZs,g,2.7,0.0,com.sec.android.app.shealth,3.0,0.33333334,cb9f3139-67b5-4fa5-91fe-cc33318d8a2c,1,
417.0,29.333334,63.666668,0.0,0.0,"34 kcal, por 100g",,fatsecret-2476065,156,25.0,1.4,0.3,2023-08-17 01:54:36.185,2023-08-17 01:54:36.185,0.005,1.31,0.126,1.8333334,Melão,12.26,,1.0769231,53.0,"xícara, cortada em cubos",,xoyixJvqZs,g,0.08,,com.sec.android.app.shealth,12.73,2.94,dc81ede1-2cf8-49e5-8505-b7f7d113b9f6,1,
6.0,0.6666667,0.0,0.0,4.0,"431 kcal, por 100g",,fatsecret-33712,5,76.0,0.0,1.43,2023-10-01 22:16:30.391,2023-09-09 15:58:57.488,0.419,1.92,0.059,0.22222222,Queijo Parmesão (Ralado),0.04,,4.230769,22.0,colher de sopa,,xoyixJvqZs,g,0.865,,com.sec.android.app.shealth,0.2,0.23201856,17cd8840-ecf7-40af-a3c9-2fd9a1e98d80,1,
0.0,0.0,0.0,0.0,20.0,"78 kcal, por 1 colher de sopa (30g)",,fatsecret-1374785,30,122.0,0.0,7.5,2023-09-19 23:39:56.207,2023-09-19 23:39:56.207,0.0,1.5,0.0,0.0,Cream Cheese(Polenghi),0.0,,0.0,78.0,porção,,xoyixJvqZs,g,4.7,0.3,com.sec.android.app.shealth,1.0,0.3846154,1a032f68-1c58-4a06-a336-8a39d8e6eda9,1,
2.0,0.0,0.0,0.0,0.0,"358 kcal, por 103g",,fatsecret-4323497,20,37.0,0.2,0.0,2023-10-03 22:57:03.744,2023-09-03 12:20:58.129,0.001,0.04,0.001,1.6666667,Tapioca,0.63,,0.30769232,68.0,unidade,,xoyixJvqZs,g,0.001,,com.sec.android.app.shealth,16.76,0.2867647,849c70a5-bc9e-4062-92d7-c4f25d8f4c8c,1,
,0.0,0.0,0.0,,"160 kcal, por 1 fatia (80g)",,fatsecret-49724287,80,161.0,1.6,0.0,2023-10-06 00:45:58.555,2023-10-06 00:45:58.555,0.0,4.7,0.0,0.0,Pão Ciabata Tradicional(Giassi),,,0.0,160.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,34.0,0.5,f3bc14b2-4f76-4771-b916-e680c1974ab2,1,
,0.0,0.0,0.0,,"48 kcal, por 100g",,fatsecret-56361493,100,,1.0,0.1,2023-08-27 23:57:00.954,2023-08-27 23:57:00.954,,0.9,,0.0,Abacaxi(Hortifruti),,,0.0,48.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,12.3,2.0833333,2accf571-cdbe-420f-8d85-7955a7a64084,1,
463.0,21.777779,2.7777777,0.0,161.0,"602 kcal, por 232g",,fatsecret-8112931,300,1186.0,2.2,41.83,2023-09-27 01:22:23.072,2023-09-11 12:40:28.763,13.4,53.35,9.242,27.0,X-Frango,6.74,,36.0,780.0,unidade,,xoyixJvqZs,g,16.125,0.013,com.sec.android.app.shealth,44.98,0.3846154,14f81667-edc1-416d-b9ed-e29df964e127,1,
0.0,0.0,0.0,0.0,0.0,"62.0 kcal, 1",,quickinput-c84338ed-e177-480a-8ed2-1bc101fc8182,1,116.0,0.0,0.0,2023-10-06 12:28:59.365,2023-08-22 02:31:48.331,0.0,6.5,0.0,0.0,Leite desnatado Santa Clara,0.0,0.0,20.0,62.0,porção,,xoyixJvqZs,120001,0.0,0.0,com.sec.android.app.shealth,9.0,1.0,52939783-2529-4ed0-b46c-87525316a5c3,1,
,0.0,0.0,0.0,,"122 kcal, por 3 scoops (30g)",,fatsecret-38717699,30,53.0,0.0,1.6,2023-09-18 02:20:07.375,2023-09-18 02:20:07.375,,23.0,,0.0,Whey Protein Concentrado 80% Sabor Chocolate com Amendoim(Growth Supplements),,,0.0,122.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,4.0,0.24590164,e36135e5-44aa-4e2b-9041-437613b81fc6,1,
84.0,0.0,0.0,0.0,0.0,"216 kcal, por 197g",,fatsecret-4513,195,587.0,3.5,1.74,2023-08-24 15:47:40.812,2023-08-23 16:12:15.369,0.634,4.99,0.626,4.5555553,Arroz Integral,0.68,,1.5384616,215.0,"xícara, cozido",,xoyixJvqZs,g,0.349,,com.sec.android.app.shealth,44.42,0.90697676,94a0680d-99b1-460b-a299-1dcdcd3d0673,1,
44.0,0.0,0.0,0.0,0.0,"124 kcal, por 100g",,fatsecret-39776,100,3.0,2.8,0.54,2023-09-12 16:11:25.007,2023-08-31 16:10:48.013,0.075,5.33,0.213,5.8888884,Macarrão Integral Cozido,0.8,,1.1538461,124.0,g,,xoyixJvqZs,g,0.099,,com.sec.android.app.shealth,26.54,0.8045977,374ba80e-2f89-4d39-a3ad-d15bb2b53f46,100,
601.0,8.222222,14.0,0.0,23.0,"113 kcal, por 100g",,fatsecret-36956,210,666.0,3.2,8.86,2023-09-14 23:46:46.230,2023-09-14 23:46:46.230,1.787,3.93,0.336,3.0555556,Purê de Batatas (com Leite Integral e Manteiga),3.0,,3.8461537,237.0,xícara,,xoyixJvqZs,g,4.364,0.313,com.sec.android.app.shealth,35.22,0.886076,0c583057-f177-4d6f-87ec-28492682191a,1,
0.0,0.0,0.0,0.0,0.0,"129 kcal, por 1 colheres de sopa (40g)",,fatsecret-3174201,40,142.0,1.5,9.3,2023-08-24 23:42:16.651,2023-08-24 23:42:16.651,0.0,2.0,0.0,0.0,Tomate Seco em Conserva(Hemmer),0.0,,0.0,129.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,9.3,0.31007752,fa629f67-1dbd-4631-97ce-2d86419bbf09,1,
0.0,0.0,0.0,0.0,0.0,"271.0 kcal, 1",,quickinput-a0bffb26-5341-41b8-beb7-faa199623ded,1,645.0,2.0,1.3,2023-09-09 15:58:57.388,2023-09-09 15:55:34.118,0.0,8.1,0.0,0.0,Massa massaria,0.0,0.0,0.0,271.0,porção,,xoyixJvqZs,120001,0.4,0.0,com.sec.android.app.shealth,57.0,1.0,2a1ba551-5c87-4747-9332-6796d843e3b0,1,
,0.0,0.0,0.0,0.0,"87 kcal, por 1 colh de sopa (15g)",,fatsecret-13806751,15,50.0,1.7,7.5,2023-09-02 00:52:30.749,2023-09-02 00:52:30.749,,3.1,,0.0,Amêndoa Laminada(Uniagro),,,0.0,87.0,porção,,xoyixJvqZs,g,0.6,0.0,com.sec.android.app.shealth,2.9,0.1724138,e4bf3aa4-5fa6-4cb4-a2ec-89ae2208b6c6,1,
0.0,0.0,0.0,0.0,0.0,"129.0 kcal, 1",,quickinput-ef435d6a-d625-430f-ae15-25ed23eca5cc,1,312.0,0.2,8.1,2023-10-01 23:25:02.450,2023-10-01 23:24:17.170,0.0,7.7,0.0,0.0,Croassonho filé 5 queijos,0.0,0.0,0.0,129.0,porção,,xoyixJvqZs,120001,4.7,0.3,com.sec.android.app.shealth,6.2,1.0,6cce4220-3a56-44e9-a4c0-15141e5d82d2,1,
230.0,4.0,4.3333335,0.0,11.0,"1040 kcal, por 675g",,fatsecret-8113579,100,264.0,1.5,4.08,2023-09-06 20:02:01.686,2023-08-17 01:57:58.489,1.002,3.66,0.273,5.9444447,Nhoque,1.83,,2.8461537,154.0,g,,xoyixJvqZs,g,2.417,,com.sec.android.app.shealth,25.73,0.6486486,cb86a7ab-b9cb-43dd-866a-3208a5844594,100,
,0.0,0.0,0.0,,"157 kcal, por 2 fatias (50g)",,fatsecret-31598841,50,169.0,0.8,3.1,2023-09-28 00:48:44.484,2023-08-29 22:25:47.335,,5.3,,0.0,Pão Brioche(Caseirinho),,,0.0,157.0,porção,,xoyixJvqZs,g,0.7,0.0,com.sec.android.app.shealth,29.0,0.31847134,2960e817-2342-4bc3-9309-cde9972e56c7,1,
91.0,1.3333334,0.0,0.0,36.0,"216 kcal, por 101g",,fatsecret-1680,40,165.0,0.0,4.42,2023-09-06 20:02:01.907,2023-09-06 20:02:01.907,1.686,10.72,0.992,2.9444442,"Coxa de Frango no Forno, Grelhada ou Assada",0.0,,0.3846154,86.0,"pequena (produto após cozinhado, ossos removidos)",,xoyixJvqZs,g,1.21,,com.sec.android.app.shealth,0.0,0.4651163,c989b517-9950-4705-a1db-1eaabf4f596a,1,
,0.0,0.0,0.0,,"120 kcal, por 100g",,fatsecret-25057710,100,114.0,4.3,1.87,2023-09-07 19:06:06.003,2023-09-07 19:06:06.003,,8.97,,0.0,Sorvete de Chocolate Diet(Bacio di Latte),,,0.0,120.0,porção,,xoyixJvqZs,g,0.39,,com.sec.android.app.shealth,16.9,0.8333333,d130a8e9-fb87-41e7-a4f4-5b17153840b8,1,
,0.0,0.0,0.0,0.0,"31 kcal, por 100g",,fatsecret-59672673,100,53.0,0.0,0.0,2023-10-06 18:47:09.303,2023-08-14 20:08:22.439,0.0,3.4,0.0,0.0,Iogurte Baunilha Triplo Zero(Molico),3.2,,0.0,31.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,4.3,3.2258065,6a0d69c0-88ba-46f9-8834-5b30c21d1b06,1,
689.0,9.555555,24.444445,0.0,2.0,"113 kcal, por 100g",,fatsecret-36509,210,699.0,3.2,8.8,2023-09-17 20:01:05.535,2023-09-17 20:01:05.535,3.654,4.2,2.552,3.0555556,Purê de Batatas (Leite Integral e com Margarina),3.02,,3.5384614,237.0,xícara,,xoyixJvqZs,g,2.102,,com.sec.android.app.shealth,35.51,0.886076,20fbe273-53be-4d3f-b3c4-f80aaedf879e,1,
,0.0,0.0,0.0,,"122 kcal, por 3 scoops (30g)",,fatsecret-47238632,30,53.0,,1.6,2023-08-21 19:02:57.257,2023-08-14 20:09:12.954,,24.0,,0.0,Whey Protein Concentrado Natural(Growth Supplements),,,0.0,122.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,3.0,0.24590164,337c6a6c-5925-4934-9f74-02013a26796a,1,
,0.0,0.0,0.0,,"122 kcal, por 1 pão (50g)",,fatsecret-3839865,50,156.0,0.9,1.2,2023-09-29 01:14:33.807,2023-09-29 01:14:33.807,,2.6,,0.0,Pão Australiano(Outback),,,0.0,122.0,porção,,xoyixJvqZs,g,0.2,0.1,com.sec.android.app.shealth,25.0,0.40983605,611e8993-63d4-4238-b0dd-f07e4208eee2,1,
,0.0,0.0,0.0,0.0,"135 kcal, por 1/3 barra (25g)",,fatsecret-3680130,25,17.0,0.0,7.7,2023-10-06 16:34:32.747,2023-09-29 01:20:37.606,,1.2,,0.0,Napolitano(Neugebauer),,,0.0,135.0,porção,,xoyixJvqZs,g,5.3,0.8,com.sec.android.app.shealth,15.0,0.18518518,9fc75958-3615-4ca3-8f59-52ae17ab9c50,1,
,0.0,0.0,0.0,0.0,"169 kcal, por 1 hambúrguer (80g)",,fatsecret-20053270,80,503.0,0.0,12.0,2023-09-28 00:52:02.206,2023-09-28 00:52:02.206,,13.0,,0.0,Hambúrguer de Carne Bovina(Friboi),,,0.0,169.0,porção,,xoyixJvqZs,g,6.0,0.0,com.sec.android.app.shealth,2.4,0.4733728,9cda232c-8d34-447e-9ea4-cdc70154fbf0,1,
341.0,0.33333334,4.3333335,0.0,1140.0,"465 kcal, por 275g",,fatsecret-63745635,100,79.0,0.0,8.58,2023-10-05 16:30:36.088,2023-10-05 16:30:36.088,2.58,21.24,0.806,13.888889,Coxão Mole Grelhado,0.0,,1.4615384,169.0,g,,xoyixJvqZs,g,2.527,0.222,com.sec.android.app.shealth,0.38,0.59090906,642ffb7b-7ec1-4121-a5ab-5af34a35238b,100,
155.0,5.111111,38.333332,0.0,0.0,"58 kcal, por 258g",,fatsecret-18168715,100,21.0,2.4,0.12,2023-10-05 16:30:35.758,2023-08-14 20:07:47.986,0.01,2.31,0.059,2.6666667,Brócolis Cozido,1.11,,2.9230769,22.0,g,,xoyixJvqZs,g,0.022,,com.sec.android.app.shealth,4.4,4.4897957,ff484df2-ba5f-44e3-bc01-7e4d8fcb1ca4,100,
,0.0,0.0,0.0,0.0,"74 kcal, por 1 xícara (130g)",,fatsecret-4608233,130,386.0,3.8,1.9,2023-08-23 16:12:15.368,2023-08-23 16:12:15.368,,3.1,,0.0,Milho Verde em Conserva(Predilecta),,,0.0,74.0,porção,,xoyixJvqZs,g,0.5,0.0,com.sec.android.app.shealth,11.0,1.7567568,57e4dc2f-65ef-4183-81e6-891a9a3aa66d,1,
61.0,0.22222222,0.0,0.0,12.0,"1588 kcal, por 419g",,fatsecret-3942,34,50.0,0.7,4.68,2023-09-21 16:45:28.634,2023-09-04 00:38:00.801,1.784,1.62,1.657,5.9444447,Brownie,12.5,,0.84615386,129.0,brownie (quadrado de 5 cm),,xoyixJvqZs,g,0.972,,com.sec.android.app.shealth,21.26,0.2635659,72996a91-7bba-41e8-95ac-6c7b681ce941,1,
,0.0,0.0,0.0,,"144 kcal, por 2 unidades (50g)",,fatsecret-3647824,50,255.0,0.0,7.0,2023-09-04 13:51:59.586,2023-09-03 12:20:58.130,,3.3,,0.0,Pão de Queijo Tradicional(Forno de Minas),,,0.0,144.0,porção,,xoyixJvqZs,g,2.4,0.0,com.sec.android.app.shealth,17.0,0.3472222,09c8e3b7-da51-492c-ae3c-6f111a4000c6,1,
,0.0,0.0,0.0,0.0,"272 kcal, por 1 porção (140g)",,fatsecret-18701437,140,285.0,3.0,10.0,2023-10-06 16:28:27.774,2023-09-01 16:51:43.963,,28.0,,0.0,Panqueca Integral de Carne(Liv Up),,,0.0,272.0,porção,,xoyixJvqZs,g,4.0,0.0,com.sec.android.app.shealth,17.0,0.5147059,995b3ae2-730a-4e88-8561-2b0da37dc107,1,
,0.0,0.0,0.0,0.0,"31 kcal, por 100g",,fatsecret-40691496,100,53.0,0.0,0.0,2023-10-05 19:44:50.868,2023-08-17 01:59:56.410,0.0,3.4,0.0,0.0,Iogurte Triplo Zero Morango(Molico),2.8,,0.0,31.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,4.3,3.2258065,99be8a79-7427-418a-b12a-af0b32cb61dd,1,
395.0,7.888889,2.4444444,0.0,62.0,"1445 kcal, por 845g",,fatsecret-2059,100,467.0,0.0,7.56,2023-09-07 01:54:02.816,2023-09-07 01:54:02.816,2.736,23.97,2.627,5.1666665,Salmão no Forno ou Grelhado,0.11,,1.2307693,171.0,g,,xoyixJvqZs,g,1.312,,com.sec.android.app.shealth,0.49,0.5897436,5f8a3d0f-4207-425a-b3f6-90fa86272566,100,
0.0,0.0,0.0,0.0,3.0,"214 kcal, por 1 embalagem (45g)",,fatsecret-53701904,45,29.0,1.7,8.4,2023-09-21 03:10:49.309,2023-09-21 03:10:49.309,2.8,2.3,0.3,0.0,Chocolate(M&M's),29.0,,0.0,214.0,porção,,xoyixJvqZs,g,5.2,0.0,com.sec.android.app.shealth,32.0,0.21028037,060ad98d-826a-449a-83a8-dbc5ca0e8852,1,
349.0,0.0,0.0,0.0,40.0,"166 kcal, por 100g",,fatsecret-37621,100,60.0,0.0,7.93,2023-09-07 19:05:06.428,2023-09-07 19:05:06.428,3.428,22.06,0.303,10.277778,"Carne de Vaca do Lagarto - Topo (Cortada até 0,3 cm de Gordura)",0.0,,1.6153846,166.0,g,,xoyixJvqZs,g,3.123,,com.sec.android.app.shealth,0.0,0.6031915,550b1d1f-7b59-4928-abe0-4879c2d27833,100,
,0.0,0.0,0.0,,"25 kcal, por 3 colheres de sopa (60g)",,fatsecret-6712506,60,321.0,0.7,0.0,2023-08-22 16:57:10.299,2023-08-21 23:51:43.978,,0.5,,0.0,Molho de Tomate Tradicional(Heinz),3.8,,0.0,25.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,5.9,2.4,5f5c34c6-28b5-4fe0-9187-12d45b36e714,1,
,0.0,0.0,0.0,,"115 kcal, por 100g",,fatsecret-5027475,100,945.0,0.0,1.2,2023-09-26 16:43:07.879,2023-09-26 16:43:07.879,,26.0,,0.0,Filé de Peito Desfiado(Pif Paf),,,0.0,115.0,porção,,xoyixJvqZs,g,0.3,0.0,com.sec.android.app.shealth,0.0,0.8695652,af7c3319-99b7-48b2-ab91-4bc8dd1a35a3,1,
896.0,0.33333334,5.5555553,0.0,0.0,"246 kcal, por 100g",,fatsecret-4354163,150,40.0,7.2,0.86,2023-09-07 23:13:11.182,2023-09-07 23:13:11.182,0.258,3.99,0.084,22.166666,Açaí,89.3,,8.076923,369.0,porção (150 g),,xoyixJvqZs,g,0.387,,com.sec.android.app.shealth,96.57,0.40650406,b2f61932-75ca-49a8-a02b-84063046fe9b,1,
,0.0,0.0,0.0,,"37 kcal, por 2 fatias (40g)",,fatsecret-23408672,40,290.0,,0.8,2023-09-06 12:52:54.528,2023-09-06 12:52:54.528,,6.8,,0.0,Presunto Magro Cozido(Sadia),,,0.0,37.0,porção,,xoyixJvqZs,g,0.3,,com.sec.android.app.shealth,0.6,1.081081,1c8764f4-298f-48ad-affd-f261e35b2452,1,
,0.0,0.0,0.0,0.0,"142 kcal, por 1 unidade (50g)",,fatsecret-5850901,50,237.0,1.1,2.1,2023-09-23 02:03:18.038,2023-09-23 02:03:18.038,,3.8,,0.0,Pão de Hamburguer(Panco),,,0.0,142.0,porção,,xoyixJvqZs,g,0.7,0.0,com.sec.android.app.shealth,27.0,0.35211268,4acabaf1-5055-45fd-abef-d014fe5b609b,1,
,0.0,0.0,0.0,0.0,"10 kcal, por 1/2 xícara (50g)",,fatsecret-4928101,50,0.0,0.0,0.0,2023-09-28 15:58:50.155,2023-09-28 15:58:50.155,,0.0,,0.0,Tomate Grape(Qualitá),,,0.0,10.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,2.3,5.0,589ccd4a-ef56-4678-8dc0-a738a1c84619,1,
,0.0,0.0,0.0,0.0,"0 kcal, por 1 colher de sopa (12g)",,fatsecret-9984689,12,102.0,0.0,0.0,2023-10-03 22:58:03.362,2023-08-23 23:49:34.188,,0.0,,0.0,Ketchup Zero(Hemmer),,,0.0,0.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,0.8,,99c0d294-ef11-472b-8c8e-d392e60c4cd2,1,
,0.0,0.0,0.0,,"129 kcal, por 1 unidade (80g)",,fatsecret-18279267,80,398.0,4.0,4.3,2023-09-27 15:42:48.022,2023-09-27 15:42:48.022,,11.0,,0.0,Bife de Soja(Goshen),,,0.0,129.0,porção,,xoyixJvqZs,g,0.7,0.0,com.sec.android.app.shealth,12.0,0.62015504,f88ede0a-3874-4ea1-bc77-c3211fb12d32,1,
233.0,0.22222222,6.3333335,0.0,0.0,"89 kcal, por 100g",,fatsecret-2756354,65,1.0,1.7,0.21,2023-10-06 18:47:09.226,2023-08-14 20:02:37.712,0.021,0.71,0.047,0.9444444,Banana Prata,7.95,,0.23076923,58.0,média,,xoyixJvqZs,g,0.073,,com.sec.android.app.shealth,14.85,1.119403,ce9df0a2-a045-4f63-a73a-b4c17b595ca5,1,
314.0,1.3333334,22.666666,0.0,0.0,"16 kcal, por 100g",,fatsecret-4606828,120,12.0,1.3,0.22,2023-09-15 17:28:57.536,2023-09-15 17:28:57.536,0.017,1.45,0.091,2.3333333,Abobrinha,2.08,,1.3846154,19.0,xícara,,xoyixJvqZs,g,0.044,,com.sec.android.app.shealth,4.02,6.3157897,fc645ee9-7c62-4cd1-86cc-3c184858444b,1,
21.0,1.7777778,0.11111111,0.0,8.0,"11026 kcal, por 3841g",,fatsecret-7168101,25,65.0,0.3,3.72,2023-09-22 16:35:03.062,2023-09-22 16:35:03.062,1.824,1.97,0.307,0.9444444,Risoles de Queijo,0.29,,1.9230769,72.0,unidade,,xoyixJvqZs,g,1.364,,com.sec.android.app.shealth,7.5,0.3472222,a7782ec7-4174-4af9-90c0-0fcc9b9f4744,1,
108.0,0.11111111,4.2222223,0.0,0.0,"58 kcal, por 110g",,fatsecret-63746132,100,1.0,2.8,0.11,2023-09-17 15:05:38.947,2023-08-27 17:13:32.474,0.024,0.35,0.026,0.8333334,Pêra Williams,8.91,,0.61538464,53.0,g,,xoyixJvqZs,g,0.005,,com.sec.android.app.shealth,14.05,1.884058,560b7608-947b-4ec1-8ebc-444b0d912a25,100,
,0.0,0.0,0.0,,"275 kcal, por 3 meadas (80g)",,fatsecret-16856243,80,,2.5,1.6,2023-08-22 16:57:10.277,2023-08-21 23:37:13.329,,8.2,,0.0,Massa Caseira(Mosmann),,,0.0,275.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,57.0,0.29090908,c75c1480-0559-423e-9aca-780012955efb,1,
,0.0,0.0,0.0,,"271 kcal, por 1 unidade (180g)",,fatsecret-35881447,180,51.0,0.0,21.8,2023-10-04 23:07:35.960,2023-09-07 23:13:46.995,,18.7,,0.0,Hambúrguer Bovino(Madero),,,0.0,271.0,porção,,xoyixJvqZs,g,10.2,0.0,com.sec.android.app.shealth,0.85,0.6642066,4c005655-291b-4f82-a820-4699c4df73af,1,
,0.0,0.0,0.0,0.0,"109 kcal, por 2 fatias (50g)",,fatsecret-16795356,50,174.0,1.0,1.2,2023-09-04 13:51:59.840,2023-09-04 13:51:59.840,,5.6,,0.0,Pão de Sanduíche Integral(Vital),,,0.0,109.0,porção,,xoyixJvqZs,g,0.2,0.0,com.sec.android.app.shealth,19.0,0.4587156,7b4282fb-27c3-437d-9e8b-40c74d38ea2c,1,
485.0,0.7777778,11.111111,0.0,0.0,"160 kcal, por 100g",,fatsecret-5387,100,7.0,6.7,14.66,2023-09-30 13:02:29.352,2023-08-27 23:57:00.955,9.799,2.0,1.816,3.0555556,Abacate,0.66,,0.9230769,160.0,g,,xoyixJvqZs,g,2.126,,com.sec.android.app.shealth,8.53,0.62454873,beb91d09-bb47-4b90-89eb-6ba66b850743,100,
,0.0,0.0,0.0,,"34 kcal, por 100g",,fatsecret-26228141,100,3.0,3.2,0.2,2023-08-21 16:34:41.493,2023-08-21 16:34:41.493,,1.3,,0.0,Cenoura Crua(Hortifruti),,,0.0,34.0,porção,,xoyixJvqZs,g,0.0,,com.sec.android.app.shealth,7.7,2.9411764,afb455f8-48db-418e-81b9-4b6ac32ac922,1,
,0.0,0.0,0.0,,"50 kcal, por 1 colher de sopa (10g)",,fatsecret-2491879,10,58.0,0.0,3.7,2023-09-20 13:25:43.434,2023-08-21 23:51:43.979,,4.1,,0.0,Queijo tipo Grana Ralado(Gran Formaggio),,,0.0,50.0,porção,,xoyixJvqZs,g,2.3,0.0,com.sec.android.app.shealth,0.0,0.2,56bcf47e-84bc-4d48-8192-5156372e60a2,1,
