com.samsung.shealth.program.sleep_coaching.mission,6233003,2
answer,priority,update_time,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,is_key_habit,session_id,datauuid,is_done
null,,2023-01-27 19:28:00.264,2023-01-27 19:28:00.264,1,10,SP_MSN_01,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,46868f84-53bb-495d-83cb-b587243d44f6,0,
null,,2023-01-27 19:28:00.264,2023-01-27 19:28:00.264,1,11,SP_MSN_11,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,b060c32a-d17d-4a64-8d8b-138c8b7ad537,0,
null,,2023-01-27 19:28:00.265,2023-01-27 19:28:00.265,1,12,SP_MSN_14,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,e77c8bdc-4db0-466f-8d23-3a8fb22aca0f,0,
null,,2023-01-27 19:28:00.265,2023-01-27 19:28:00.265,1,13,SP_MSN_18,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,ee033ffa-2a4e-4801-ad5e-4f8081548d72,0,
null,,2023-01-27 19:28:00.266,2023-01-27 19:28:00.266,1,15,SP_MSN_05,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,441dffd1-6718-4494-b927-a3e80ebde96e,0,
null,,2023-01-27 19:28:00.266,2023-01-27 19:28:00.266,1,17,SP_MSN_04,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,7042c178-34e2-4173-abd3-e076b485ba3d,0,
null,,2023-01-27 19:28:00.267,2023-01-27 19:28:00.267,1,19,SP_MSN_04,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,0d163ca8-3d15-4dd0-857a-f27bd51a54d9,0,
null,,2023-01-27 19:28:00.268,2023-01-27 19:28:00.268,1,20,SP_MSN_17,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,75c10af5-1c11-4405-8084-70e404441b27,0,
null,,2023-01-27 19:28:00.268,2023-01-27 19:28:00.268,1,22,SP_MSN_12,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,3c2bfaa5-8a99-4eec-b414-c0b30fa69236,0,
null,,2023-01-27 19:28:00.269,2023-01-27 19:28:00.269,1,23,SP_MSN_13,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,ccfbc98a-3a5c-4c3a-a7cb-01532fcdb037,0,
null,,2023-01-27 19:28:00.269,2023-01-27 19:28:00.269,1,25,SP_MSN_01,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,73277f54-d0c4-4073-919b-b49788406dec,0,
null,,2023-01-27 19:28:00.270,2023-01-27 19:28:00.270,1,26,SP_MSN_11,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,710597d1-57e5-4f76-a19e-e52085c140a1,0,
null,,2023-01-27 19:28:00.270,2023-01-27 19:28:00.270,1,27,SP_MSN_14,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,32909daf-e3da-4f73-807b-a54353874908,0,
