com.samsung.shealth.step_daily_trend,6233003,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
659ec757-cf5d-4e62-8239-a5c139b8645e.binning_data.json,2019-10-19 03:00:02.433,2019-10-18 09:37:22.035,com.sec.android.app.shealth,0,11784,3.1666667,8800.14,501.69998,yfgkJHa6g4,com.sec.android.app.shealth,659ec757-cf5d-4e62-8239-a5c139b8645e,1571356800000,
dca40a5b-7aa0-4b29-a049-a9d717bfa3e4.binning_data.json,2019-10-27 02:56:38.207,2019-10-26 12:31:38.468,com.sec.android.app.shealth,-2,2686,1.310713,2007.66,115.7,VfS0qUERdZ,com.sec.android.app.shealth,dca40a5b-7aa0-4b29-a049-a9d717bfa3e4,1572048000000,
28203b4e-5ccb-4ab5-af83-cb2ef045ddac.binning_data.json,2019-10-23 03:00:18.155,2019-10-23 03:00:18.155,com.sec.android.app.shealth,0,14001,2.5555558,10378.4,622.27997,yfgkJHa6g4,com.sec.android.app.shealth,28203b4e-5ccb-4ab5-af83-cb2ef045ddac,1571702400000,
062ef8a0-0ab8-40b3-b41a-d0673c12827e.binning_data.json,2019-10-20 01:47:26.285,2019-10-19 03:01:38.390,com.sec.android.app.shealth,-2,4674,1.317626,3353.3398,198.20998,VfS0qUERdZ,com.sec.android.app.shealth,062ef8a0-0ab8-40b3-b41a-d0673c12827e,1571443200000,
592f0215-c234-44ec-b431-a84771598e15.binning_data.json,2019-10-19 02:54:39.673,2019-10-18 09:37:23.949,com.sec.android.app.shealth,-2,11784,1.412392,8800.14,501.69998,VfS0qUERdZ,com.sec.android.app.shealth,592f0215-c234-44ec-b431-a84771598e15,1571356800000,
86b4979f-700b-48a1-b9fd-e21dde491475.binning_data.json,2019-10-22 02:17:00.766,2019-10-21 11:08:30.909,com.sec.android.app.shealth,-2,7245,1.4119332,5179.96,330.94,VfS0qUERdZ,com.sec.android.app.shealth,86b4979f-700b-48a1-b9fd-e21dde491475,1571616000000,
5a1a570c-0799-42fc-9f03-371bd616a966.binning_data.json,2019-10-23 02:43:19.957,2019-10-22 11:00:03.425,com.sec.android.app.shealth,-2,14001,1.4485221,10378.4,622.27997,VfS0qUERdZ,com.sec.android.app.shealth,5a1a570c-0799-42fc-9f03-371bd616a966,1571702400000,
05453024-5def-47e0-b59e-0c7aa79ced9a.binning_data.json,2019-10-26 03:00:02.930,2019-10-26 03:00:02.930,com.sec.android.app.shealth,0,3884,3.5555556,2958.6702,165.0,yfgkJHa6g4,com.sec.android.app.shealth,05453024-5def-47e0-b59e-0c7aa79ced9a,1571961600000,
eb9f0ef9-3dcc-429f-939d-a3d50c7c91a6.binning_data.json,2019-10-30 02:03:51.144,2019-10-29 09:29:48.309,com.sec.android.app.shealth,-2,7949,1.365021,5861.16,349.02,VfS0qUERdZ,com.sec.android.app.shealth,eb9f0ef9-3dcc-429f-939d-a3d50c7c91a6,1572307200000,
76c5a5b5-1d6b-4728-9b16-ae79f33d6fd8.binning_data.json,2019-10-21 03:00:03.262,2019-10-21 03:00:03.262,com.sec.android.app.shealth,0,869,1.9444443,651.44,36.7,yfgkJHa6g4,com.sec.android.app.shealth,76c5a5b5-1d6b-4728-9b16-ae79f33d6fd8,1571529600000,
4e83d37b-773f-4712-8b1a-91a3339430c9.binning_data.json,2019-10-22 10:32:44.895,2019-10-22 10:32:44.895,com.sec.android.app.shealth,0,7245,1.8598162,5179.96,330.94,yfgkJHa6g4,com.sec.android.app.shealth,4e83d37b-773f-4712-8b1a-91a3339430c9,1571616000000,
a87a057a-9e4d-46d3-b2ef-79cd88e5d47f.binning_data.json,2019-10-25 02:55:14.519,2019-10-24 03:30:58.486,com.sec.android.app.shealth,-2,3033,1.3068874,2297.69,125.91999,VfS0qUERdZ,com.sec.android.app.shealth,a87a057a-9e4d-46d3-b2ef-79cd88e5d47f,1571875200000,
b43b2686-9788-4b81-88c2-660601d80f14.binning_data.json,2019-10-26 02:12:04.185,2019-10-25 12:54:48.014,com.sec.android.app.shealth,-2,3884,1.2666557,2958.6702,165.0,VfS0qUERdZ,com.sec.android.app.shealth,b43b2686-9788-4b81-88c2-660601d80f14,1571961600000,
