com.samsung.shealth.tracker.pedometer_event,6233003,1
start_time,update_time,create_time,type,time_offset,deviceuuid,pkg_name,healthy_step,end_time,datauuid
2022-10-28 21:06:28.000,2022-10-28 21:17:36.000,2022-10-28 21:17:36.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1111,2022-10-28 21:17:36.000,6e0dd267-939d-c2e1-41bd-1d560d03d653,
2019-08-30 10:11:39.010,2019-08-30 10:23:03.343,2019-08-30 10:21:54.870,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1015,2019-08-30 10:22:53.144,a3bd6f7d-7f69-48ae-b60d-98f1f7930d2d,
2022-05-02 23:07:15.000,2022-05-02 23:21:46.000,2022-05-02 23:21:46.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1258,2022-05-02 23:21:46.000,48c3d48c-4f99-641c-fb5b-22e5f7fe4ff1,
2022-07-21 21:55:27.000,2022-07-21 22:11:24.000,2022-07-21 22:11:24.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1315,2022-07-21 22:11:24.000,17913e63-4184-9531-05c7-1afb919cbf15,
2022-10-19 22:07:37.000,2022-10-19 22:21:27.000,2022-10-19 22:21:27.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1237,2022-10-19 22:21:27.000,0946450f-c410-be68-767c-8dc53c269c74,
2022-11-13 20:43:29.000,2022-11-13 21:01:40.000,2022-11-13 21:01:40.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1305,2022-11-13 21:01:40.000,7a8c3362-b314-8922-5691-cfa65d923a40,
2019-08-23 17:16:59.409,2019-08-23 17:19:59.953,2019-08-23 17:19:59.952,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,30,2019-08-23 17:18:59.459,e67bbc2f-9059-4e5d-8fbc-91e1df4f8e9e,
2021-01-30 22:47:16.000,2021-01-30 23:07:56.000,2021-01-30 23:07:56.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1911,2021-01-30 23:07:56.000,01242999-4184-bdc2-ba7f-dc39903a1d52,
2019-11-19 16:02:11.408,2019-11-19 16:18:23.242,2019-11-19 16:12:12.077,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1337,2019-11-19 16:16:21.154,ae8ae301-7316-43e9-9fe1-7f2dfe76d477,
2020-01-02 22:23:19.469,2020-01-02 22:24:21.594,2020-01-02 22:23:31.192,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,97,2020-01-02 22:24:19.703,9e712b0a-4ee8-4677-8832-4221612092f7,
2022-11-15 03:46:06.000,2022-11-15 04:20:06.000,2022-11-15 04:20:06.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2987,2022-11-15 04:20:06.000,c222d2a8-da36-940a-60bf-cbb33f3b1268,
2022-01-06 19:20:42.000,2022-01-06 19:36:36.000,2022-01-06 19:36:36.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1305,2022-01-06 19:36:36.000,06a89a97-7dc5-26bc-f55a-8768cb97274a,
2018-06-04 17:21:25.364,2018-06-04 17:21:28.497,2018-06-04 17:21:26.044,1,UTC-0300,n2OTyB17mi,com.sec.android.app.shealth,11,2018-06-04 17:21:28.306,823d8436-100f-477e-9592-7d152aea60eb,
2022-08-30 20:44:33.000,2022-08-30 20:57:15.000,2022-08-30 20:57:15.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1130,2022-08-30 20:57:15.000,77a62024-bf6a-eee4-fe05-128ef8e0e0bb,
2021-10-10 17:59:47.000,2021-10-10 18:16:37.000,2021-10-10 18:16:37.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1252,2021-10-10 18:16:37.000,ac4886ad-56f8-ed6c-ec5d-5d6f9459d0e9,
2022-11-16 15:43:01.000,2022-11-16 15:56:02.000,2022-11-16 15:56:02.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,915,2022-11-16 15:56:02.000,ab649f5a-f24d-f1fb-00a4-98c1d0491c7f,
2020-02-21 20:23:19.966,2020-02-21 20:35:47.107,2020-02-21 20:33:31.098,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1137,2020-02-21 20:35:28.413,73a0cb11-5106-49a7-a633-fe7fa5634bc2,
2019-10-12 01:19:01.228,2019-10-12 01:34:14.222,2019-10-12 01:29:01.830,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1532,2019-10-12 01:34:01.507,9a5272b3-97d8-405c-97a6-6c0b058b5e58,
2020-12-31 00:26:30.361,2020-12-31 00:40:29.140,2020-12-31 00:36:41.131,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1187,2020-12-31 00:39:43.016,79e6cbb9-7008-40d5-8429-8bd2001c0bcd,
2019-11-19 15:02:46.934,2019-11-19 15:13:07.711,2019-11-19 15:12:47.556,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,989,2019-11-19 15:13:06.986,5f0dc901-2b7c-4381-872a-81dea0a5681e,
2019-10-01 19:21:35.291,2019-10-01 19:32:58.073,2019-10-01 19:31:35.868,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1008,2019-10-01 19:32:35.342,82e83355-8e01-4c1a-bf3e-439bb3b7f144,
2022-05-21 14:36:10.000,2022-05-21 14:52:03.000,2022-05-21 14:52:03.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1246,2022-05-21 14:52:03.000,4fdcee5d-9377-9532-cb69-7aacdb632ea1,
2022-06-03 15:51:19.000,2022-06-03 16:03:23.000,2022-06-03 16:03:23.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,830,2022-06-03 16:03:23.000,b1c4f486-abe5-3807-54bf-4d69d3f29de0,
2021-08-12 20:18:34.000,2021-08-12 20:29:34.000,2021-08-12 20:29:34.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1024,2021-08-12 20:29:34.000,5e087b40-c460-3a67-4aaa-5974d7bf49b1,
2022-08-01 23:07:22.000,2022-08-01 23:28:11.000,2022-08-01 23:28:11.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1748,2022-08-01 23:28:11.000,47012554-3c08-d6ba-c4d8-f91c4854b7c9,
2022-10-09 15:59:57.000,2022-10-09 16:33:59.000,2022-10-09 16:33:59.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2954,2022-10-09 16:33:59.000,9d2f6d2a-9db3-c532-6036-6cd3f0b2b955,
2020-01-07 16:03:16.491,2020-01-07 16:18:42.142,2020-01-07 16:13:17.856,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1508,2020-01-07 16:18:17.057,17fdbb83-aed1-4e4a-a69a-b8b8afef6f01,
2022-11-25 21:51:26.000,2022-11-25 22:08:17.000,2022-11-25 22:08:17.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1272,2022-11-25 22:08:17.000,56b90660-93e5-5119-a97b-08e5ebea671b,
2020-02-27 15:37:35.912,2020-02-27 15:54:58.567,2020-02-27 15:38:14.732,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1808,2020-02-27 15:54:51.934,52ed75b9-72cb-4ae5-8d0e-17f7cadab4b9,
2021-11-16 21:33:07.000,2021-11-16 21:51:57.000,2021-11-16 21:51:57.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1247,2021-11-16 21:51:57.000,81af8333-d2b2-ad38-89ca-319b8ca245db,
2020-02-12 09:08:07.757,2020-02-12 09:09:22.258,2020-02-12 09:09:22.258,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,24,2020-02-12 09:09:07.763,43b487f6-dc7e-4a0b-b968-b53ce2afe2e9,
2022-09-14 21:21:24.000,2022-09-14 21:35:04.000,2022-09-14 21:35:04.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1123,2022-09-14 21:35:04.000,60d6a39c-f808-e81f-d819-68d43eb9294d,
2020-02-22 21:53:28.536,2020-02-22 22:04:35.528,2020-02-22 22:03:29.648,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,996,2020-02-22 22:04:28.607,ac021322-cebd-44db-b67d-6a5851346a8f,
2022-02-27 15:14:11.000,2022-02-27 15:28:05.000,2022-02-27 15:28:05.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1032,2022-02-27 15:28:05.000,c33af084-9fc1-2a9c-1458-21838faca184,
2020-02-21 19:48:42.267,2020-02-21 20:02:59.212,2020-02-21 19:58:45.105,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1337,2020-02-21 20:02:51.152,c0b9a0b2-62ab-4f1f-b1b1-3e96ec614e03,
2020-02-23 10:07:56.481,2020-02-23 10:23:39.321,2020-02-23 10:17:58.483,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1737,2020-02-23 10:23:36.093,94e9c988-12f5-4241-b2a0-52e44da617ea,
2020-01-03 21:14:06.301,2020-01-03 21:29:54.086,2020-01-03 21:24:08.037,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,2303,2020-01-03 21:29:53.369,65d705ec-f56f-452b-a222-edc15a35cc9b,
2018-06-23 16:58:29.845,2018-06-23 17:15:00.723,2018-06-23 17:09:04.395,1,UTC-0300,n2OTyB17mi,com.sec.android.app.shealth,1762,2018-06-23 17:15:00.000,e56d83b0-bb96-4414-b75e-c3259e38fe1d,
2022-06-12 20:03:01.000,2022-06-12 20:22:51.000,2022-06-12 20:22:51.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1798,2022-06-12 20:22:51.000,499dfa3b-4974-a315-348b-09f18436c40e,
2022-06-21 22:11:57.000,2022-06-21 22:23:34.000,2022-06-21 22:23:34.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1021,2022-06-21 22:23:34.000,a13f9b07-b78e-ef16-6e5d-110e6294257a,
2020-01-07 19:05:35.456,2020-01-07 19:22:02.108,2020-01-07 19:15:36.111,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1437,2020-01-07 19:20:26.329,f842fedb-12df-43fe-a988-6f8bd86bf530,
2022-01-06 20:56:47.000,2022-01-06 21:13:12.000,2022-01-06 21:13:12.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1196,2022-01-06 21:13:12.000,11b37781-53ca-fe8d-597d-34d0f7b99644,
2022-03-03 23:59:11.000,2022-03-04 00:12:31.000,2022-03-04 00:12:31.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1069,2022-03-04 00:12:31.000,53695aa7-2ca7-57a7-3f45-c4190c824519,
2019-08-26 14:57:56.232,2019-08-26 15:10:43.527,2019-08-26 15:07:59.687,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1136,2019-08-26 15:10:24.125,eca49a37-9137-4e15-a4d5-c51dc6b9478a,
2019-11-22 15:11:08.101,2019-11-22 15:11:40.474,2019-11-22 15:11:20.430,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,42,2019-11-22 15:11:38.101,d04852ed-2e34-448a-a5c8-f6311e6e6902,
2019-10-11 14:48:42.527,2019-10-11 14:59:30.427,2019-10-11 14:58:43.124,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1115,2019-10-11 14:59:29.813,99f0bdc5-943a-40d5-b1aa-0c915a9b0208,
2021-11-07 13:15:50.000,2021-11-07 13:27:26.000,2021-11-07 13:27:26.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,962,2021-11-07 13:27:26.000,fae3128e-c346-d7ce-c1bf-1bb4dbd6fc9e,
2020-03-02 13:01:53.295,2020-03-02 13:10:50.155,2020-03-02 13:05:31.990,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1195,2020-03-02 13:10:46.925,a5f48d4b-93a8-4bfa-816b-f23af9f84d07,
2019-11-14 15:13:06.163,2019-11-14 15:25:45.103,2019-11-14 15:23:07.282,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1188,2019-11-14 15:25:06.208,75c76a00-51f1-4803-9648-865b154b15c1,
2019-08-23 15:05:05.602,2019-08-23 15:05:38.849,2019-08-23 15:05:17.637,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,26,2019-08-23 15:05:35.703,5e167349-1e11-4357-9f2e-228414e83b4e,
2020-02-11 09:18:24.607,2020-02-11 09:35:52.417,2020-02-11 09:28:26.929,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1585,2020-02-11 09:35:27.674,52ee7463-9958-4613-9466-915d319c2103,
2019-08-29 16:31:32.125,2019-08-29 16:44:00.016,2019-08-29 16:41:38.866,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1143,2019-08-29 16:43:46.264,1462025d-cc97-45c5-9488-abde9393e1b3,
2022-06-30 17:02:15.000,2022-06-30 17:24:03.000,2022-06-30 17:24:03.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1992,2022-06-30 17:24:03.000,e1569690-b1fc-40b6-5c6d-a184ed679c95,
2022-12-03 15:31:20.000,2022-12-03 15:42:50.000,2022-12-03 15:42:50.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,948,2022-12-03 15:42:50.000,d2c84a34-a2fd-a958-f9ac-b6d423d2b17c,
2022-08-27 12:10:40.000,2022-08-27 12:23:41.000,2022-08-27 12:23:41.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1187,2022-08-27 12:23:41.000,396ad27c-77a7-e981-b357-4130a3bf18b5,
2019-11-26 16:05:07.841,2019-11-26 16:19:32.974,2019-11-26 16:15:10.526,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1351,2019-11-26 16:19:28.306,be00f175-ae8a-4ba9-a51f-edfe43e107c7,
2019-11-18 15:01:08.629,2019-11-18 15:01:18.443,2019-11-18 15:01:18.443,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,11,2019-11-18 15:01:18.669,066d96ff-efff-4b27-9a8b-eaa383d06282,
2019-09-02 15:02:40.575,2019-09-02 15:15:47.463,2019-09-02 15:12:42.141,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1180,2019-09-02 15:15:27.106,bda410ca-032a-4809-92c3-a3e1050ad3c9,
2022-08-05 13:24:18.000,2022-08-05 13:41:16.000,2022-08-05 13:41:16.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1579,2022-08-05 13:41:16.000,b4670d12-fefa-3ad7-c206-8e4fe52a2c17,
2020-02-17 13:07:19.493,2020-02-17 13:07:50.285,2020-02-17 13:07:40.238,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,23,2020-02-17 13:07:39.555,669a5dc3-a7de-4b0f-a959-6e7596d9583a,
2019-10-31 15:09:13.379,2019-10-31 15:21:11.100,2019-10-31 15:19:14.926,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1101,2019-10-31 15:20:13.463,0cc3e951-ff52-40f6-b71c-18f58474776f,
2022-01-13 20:40:36.000,2022-01-13 20:58:36.000,2022-01-13 20:58:36.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1222,2022-01-13 20:58:36.000,11056e79-2571-f08b-4d35-37115613680f,
2022-04-13 21:01:37.000,2022-04-13 21:16:47.000,2022-04-13 21:16:47.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1203,2022-04-13 21:16:47.000,2c99113e-08af-e3c1-6605-7e27f0e465cd,
2022-05-14 15:49:18.000,2022-05-14 16:02:22.000,2022-05-14 16:02:22.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1136,2022-05-14 16:02:22.000,d9d9c5db-e309-af8d-f66d-a92ccaad3524,
2022-10-07 22:13:30.000,2022-10-07 22:25:11.000,2022-10-07 22:25:11.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1105,2022-10-07 22:25:11.000,65806a08-768d-afb9-7626-6963789b8c4b,
2019-09-11 21:08:39.829,2019-09-11 21:11:45.787,2019-09-11 21:11:45.781,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,70,2019-09-11 21:10:39.865,ea82caf4-8df8-4b00-b2df-31bf310fbcbd,
2022-04-14 22:14:24.000,2022-04-14 22:25:34.000,2022-04-14 22:25:34.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1073,2022-04-14 22:25:34.000,907928d7-bd80-60f4-847f-3da837d9b38d,
2020-07-31 20:15:16.079,2020-07-31 20:48:55.123,2020-07-31 20:25:18.663,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,2792,2020-07-31 20:48:52.377,dc97c545-791a-49fb-989a-cce7122c74ea,
2020-01-28 13:54:39.747,2020-01-28 14:05:05.729,2020-01-28 14:04:42.122,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,878,2020-01-28 14:05:04.228,0ff273af-cb84-45cc-9700-1e04e1e31d5d,
2022-04-04 22:10:25.000,2022-04-04 22:21:35.000,2022-04-04 22:21:35.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1055,2022-04-04 22:21:35.000,e396be2e-ba63-f328-f0b0-e8d7df0fcd98,
2018-06-06 16:44:56.083,2018-06-06 16:58:40.713,2018-06-06 16:55:12.432,1,UTC-0300,n2OTyB17mi,com.sec.android.app.shealth,1269,2018-06-06 16:58:14.509,a1d34d08-de6d-4ba9-b928-c92fbba6bed6,
2022-10-05 21:06:23.000,2022-10-05 21:17:57.000,2022-10-05 21:17:57.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1106,2022-10-05 21:17:57.000,3ca24f61-f204-9ff4-979b-57d744924499,
2020-02-14 12:00:56.050,2020-02-14 12:02:40.141,2020-02-14 12:02:40.141,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,75,2020-02-14 12:01:56.057,22e1c482-3b58-4f40-89d5-de9e079e49ea,
2020-02-12 17:12:13.123,2020-02-12 17:31:54.880,2020-02-12 17:22:15.316,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1890,2020-02-12 17:31:54.151,2a1d93bf-749a-423b-b82f-73cbf8025124,
2020-01-15 14:42:31.422,2020-01-15 15:04:14.550,2020-01-15 14:53:10.675,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,2063,2020-01-15 15:02:54.782,841a1a57-7dbd-4f0e-a69c-98054bfcac09,
2020-02-19 10:24:26.625,2020-02-19 10:24:44.449,2020-02-19 10:24:44.449,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,9,2020-02-19 10:24:44.028,3867167f-a5e1-4002-a900-cc9d08401968,
2020-02-23 20:31:27.774,2020-02-23 20:39:40.418,2020-02-23 20:31:45.100,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,703,2020-02-23 20:39:38.505,7b09247d-13ed-4cab-9170-5cbee136e8af,
2022-05-16 23:08:17.000,2022-05-16 23:20:52.000,2022-05-16 23:20:52.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,932,2022-05-16 23:20:52.000,f7b25bee-2397-c477-5327-3a5c5681a441,
2020-02-28 16:05:10.662,2020-02-28 16:19:01.105,2020-02-28 16:15:12.011,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1009,2020-02-28 16:16:10.671,8f026cfd-6dd9-431a-b3c3-55d2e4f543be,
2022-11-12 14:22:56.000,2022-11-12 14:43:26.000,2022-11-12 14:43:26.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1643,2022-11-12 14:43:26.000,e2f720f2-f487-33b9-146c-97146f9f04a7,
2022-07-04 21:49:20.000,2022-07-04 22:05:00.000,2022-07-04 22:05:00.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1185,2022-07-04 22:05:00.000,5444b42c-9d57-2067-17bf-2b0b041cb315,
2020-02-14 20:10:33.140,2020-02-14 20:29:18.938,2020-02-14 20:20:36.620,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1908,2020-02-14 20:29:14.105,9564f784-94d4-40c3-9e7a-cf29f2d200bc,
2020-01-02 22:24:39.782,2020-01-02 22:28:13.480,2020-01-02 22:24:51.832,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,347,2020-01-02 22:28:10.549,a939cc2b-5307-4449-926d-9192b671839d,
2022-07-11 20:10:14.000,2022-07-11 20:21:30.000,2022-07-11 20:21:30.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1046,2022-07-11 20:21:30.000,854bf7f4-512b-85c0-0000-8d616e4da5b8,
2022-06-11 14:22:45.000,2022-06-11 14:38:29.000,2022-06-11 14:38:29.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1212,2022-06-11 14:38:29.000,b08d2807-a8a7-c1cd-9e66-70453e4923ed,
2020-02-18 10:49:55.359,2020-02-18 10:50:25.103,2020-02-18 10:50:14.365,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,14,2020-02-18 10:50:15.447,28a8f3af-90b5-4a92-a19f-cd4db255fd25,
2022-04-16 14:25:57.000,2022-04-16 14:38:27.000,2022-04-16 14:38:27.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1084,2022-04-16 14:38:27.000,f47191da-0ddb-12cd-bf23-f47db651a9ca,
2022-12-03 14:17:41.000,2022-12-03 14:29:25.000,2022-12-03 14:29:25.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1056,2022-12-03 14:29:25.000,d11634e5-eb22-4e7a-d7cf-9153958fe213,
2021-12-31 15:55:43.000,2021-12-31 16:08:42.000,2021-12-31 16:08:42.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1089,2021-12-31 16:08:42.000,f9c30045-5867-0407-516b-ae6842ac680a,
2019-09-27 15:37:07.939,2019-09-27 15:50:57.135,2019-09-27 15:47:09.108,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1300,2019-09-27 15:50:55.870,016ea352-0a1b-4d69-801b-cc82f347a09a,
2022-10-07 00:00:26.000,2022-10-07 00:21:44.000,2022-10-07 00:21:44.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1678,2022-10-07 00:21:44.000,af3a5999-b596-337e-f094-9cbf95c1c5c9,
2020-03-05 00:44:18.565,2020-03-05 00:55:45.102,2020-03-05 00:54:19.715,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,921,2020-03-05 00:55:28.655,d6f3603a-2b36-49af-8590-a9af3636e106,
2019-12-12 10:29:25.213,2019-12-12 10:39:49.462,2019-12-12 10:39:25.409,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,976,2019-12-12 10:39:48.597,079a3abe-06d2-48a7-8b97-5bebb799ed9b,
2022-06-24 22:59:25.000,2022-06-24 23:17:29.000,2022-06-24 23:17:29.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1576,2022-06-24 23:17:29.000,5ef671bb-e164-a155-badc-31434d73e87d,
2022-08-31 22:11:51.000,2022-08-31 22:25:17.000,2022-08-31 22:25:17.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1223,2022-08-31 22:25:17.000,85c14642-3b6b-a9ab-05c5-3d40bfab7511,
2020-02-03 00:47:13.757,2020-02-03 01:02:29.967,2020-02-03 00:57:15.113,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1477,2020-02-03 01:02:13.920,0d783c14-13e2-4cd6-ac95-c73ff5e1a4ce,
2019-08-22 15:12:45.113,2019-08-22 15:27:09.599,2019-08-22 15:22:52.103,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1249,2019-08-22 15:27:08.594,1a6cad50-4135-49b0-8c46-d2ad5dc0b5eb,
2020-03-05 19:48:30.458,2020-03-05 20:10:08.992,2020-03-05 19:58:33.071,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,2770,2020-03-05 20:10:07.476,292547d6-3a84-4baa-b4f7-2e6d4d8881d3,
2019-12-02 12:48:58.414,2019-12-02 12:53:07.199,2019-12-02 12:49:57.234,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,239,2019-12-02 12:52:57.837,9d7a2d98-b965-443e-83a4-864a9cb01883,
2022-09-26 15:30:56.000,2022-09-26 15:43:21.000,2022-09-26 15:43:21.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,919,2022-09-26 15:43:21.000,a19a1091-6894-bd1c-1f6d-12d9c8d31e9a,
2022-05-03 20:58:51.000,2022-05-03 21:30:02.000,2022-05-03 21:30:02.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2173,2022-05-03 21:30:02.000,719abc3f-a9b7-ed6a-9d9a-b07140f4d04b,
2021-10-08 13:44:53.000,2021-10-08 14:05:49.000,2021-10-08 14:05:49.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1961,2021-10-08 14:05:49.000,b8c8a26a-7de8-8a7d-92fa-a078c61c0dc9,
2020-01-06 15:48:39.583,2020-01-06 16:00:15.462,2020-01-06 15:58:40.333,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1007,2020-01-06 15:59:39.654,475b87a0-0298-44e0-b182-6966f30f578d,
2021-01-03 12:14:40.000,2021-01-03 12:34:03.000,2021-01-03 12:34:03.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1894,2021-01-03 12:34:03.000,a80b3674-a699-f5b6-36a2-7feabeceda11,
2022-06-27 22:49:42.000,2022-06-27 23:04:33.000,2022-06-27 23:04:33.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1147,2022-06-27 23:04:33.000,11b0b6f7-a20c-433a-2736-1dd27008461c,
2022-08-30 22:45:18.000,2022-08-30 23:03:39.000,2022-08-30 23:03:39.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1720,2022-08-30 23:03:39.000,10d6ebc8-d678-2ac7-0fdc-f635de0e761b,
2020-02-15 16:13:44.448,2020-02-15 16:26:15.105,2020-02-15 16:23:46.799,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1065,2020-02-15 16:26:08.322,dc2dbbf3-ac8c-4f66-8f12-68dd23706ed5,
2021-08-31 20:45:55.000,2021-08-31 20:58:05.000,2021-08-31 20:58:05.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1057,2021-08-31 20:58:05.000,7180e71a-9568-e315-043a-07397ee5fab1,
2022-08-24 22:28:23.000,2022-08-24 22:51:31.000,2022-08-24 22:51:31.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1505,2022-08-24 22:51:31.000,da415bdd-f5b3-f5d1-a7ca-b3e73ff277bc,
2019-08-27 15:11:19.900,2019-08-27 15:22:54.955,2019-08-27 15:21:23.322,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1104,2019-08-27 15:22:22.019,2524d7d4-16f6-4a34-b22e-a349efd1f8bc,
2019-12-02 12:27:16.162,2019-12-02 12:37:19.030,2019-12-02 12:37:18.982,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1081,2019-12-02 12:37:16.200,9b0e8044-74ba-4648-8042-67f4f2f58383,
2022-09-02 00:01:33.000,2022-09-02 00:14:19.000,2022-09-02 00:14:19.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1106,2022-09-02 00:14:19.000,d23a0af2-0c57-72ec-f847-7ad00401ad74,
